record_type,enum_type,value,priority,sources,encodings,offsets,categories
enum_value,EPrimalConsumableType,Other,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e648,item
enum_value,EPrimalConsumableType,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02da58,item
enum_value,EPrimalConsumableType,Water,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e688,item
enum_value,EPrimalCustomCosmeticType,AllItems,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e3b0,item
enum_value,EPrimalCustomCosmeticType,Armor,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e280,item
enum_value,EPrimalCustomCosmeticType,CreatureCustoms,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e318,creature
enum_value,EPrimalCustomCosmeticType,PlayerCustoms,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e348,player
enum_value,EPrimalCustomCosmeticType,Saddles,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e1b8,creature
enum_value,EPrimalCustomCosmeticType,Weapons,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e2f0,item
enum_value,EPrimalEquipmentType,Accessory0,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905190,item
enum_value,EPrimalEquipmentType,Accessory1,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905168,item
enum_value,EPrimalEquipmentType,Accessory2,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905140,item
enum_value,EPrimalEquipmentType,Accessory3,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905118,item
enum_value,EPrimalEquipmentType,Accessory4,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb9050f0,item
enum_value,EPrimalEquipmentType,AccessoryMAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb9050c8,item
enum_value,EPrimalEquipmentType,Boots,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb9052d0,item
enum_value,EPrimalEquipmentType,Cart,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb9051d8,item
enum_value,EPrimalEquipmentType,Costume,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905040,item
enum_value,EPrimalEquipmentType,DinoSaddle,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905080,creature;item
enum_value,EPrimalEquipmentType,Gear,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb9051b8,item
enum_value,EPrimalEquipmentType,Gloves,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb9050a8,item
enum_value,EPrimalEquipmentType,Hat,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905330,item
enum_value,EPrimalEquipmentType,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904ef0,item
enum_value,EPrimalEquipmentType,Pants,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb9052f0,item
enum_value,EPrimalEquipmentType,Pet,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904fc0,item
enum_value,EPrimalEquipmentType,Shield,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905020,item
enum_value,EPrimalEquipmentType,Shirt,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905310,item
enum_value,EPrimalEquipmentType,Snapshot,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904fe0,item
enum_value,EPrimalEquipmentType,Trophy,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905060,item
enum_value,EPrimalEquipmentType,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904eb8,item
enum_value,EPrimalEquipmentType,Weapon,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb905000,item
enum_value,EPrimalGDKStat,CreatureTamed,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc1d5f60,creature
enum_value,EPrimalGDKStat,KilledSurvivor,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc1d5f80,player
enum_value,EPrimalGDKStat,PlayerDied,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc1d5fa0,player
enum_value,EPrimalItemMessage,Broken,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc043360,item
enum_value,EPrimalItemMessage,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc043320,item
enum_value,EPrimalItemMessage,Repaired,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc043300,item
enum_value,EPrimalItemMessage,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc0432e0,item
enum_value,EPrimalItemStat,Armor,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02d148,item
enum_value,EPrimalItemStat,GenericQuality,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02d128,item
enum_value,EPrimalItemStat,HyperthermalInsulation,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e168,item
enum_value,EPrimalItemStat,HypothermalInsulation,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02d0b8,item
enum_value,EPrimalItemStat,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e128,item
enum_value,EPrimalItemStat,MaxDurability,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02d0e0,item
enum_value,EPrimalItemStat,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e0d8,item
enum_value,EPrimalItemStat,WeaponClipAmmo,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02d098,item
enum_value,EPrimalItemStat,WeaponDamagePercent,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02d100,item
enum_value,EPrimalItemStat,Weight,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e150,item
enum_value,EPrimalItemType,Ammo,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e4c0,item
enum_value,EPrimalItemType,Artifact,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e468,item
enum_value,EPrimalItemType,Equipment,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e4f8,item
enum_value,EPrimalItemType,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e418,item
enum_value,EPrimalItemType,MiscConsumable,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e550,item
enum_value,EPrimalItemType,Resource,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e488,item
enum_value,EPrimalItemType,Skin,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e4a8,item
enum_value,EPrimalItemType,Structure,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e4d8,item
enum_value,EPrimalItemType,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e7d8,item
enum_value,EPrimalItemType,Weapon,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e518,item
enum_value,EPrimalItemType,WeaponAttachment,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02e440,item
enum_value,EPrimalMilestoneType,ClaimWildBaby,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc243190,creature
enum_value,EPrimalMilestoneType,Loot,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc242808,item
enum_value,EPrimalMilestoneType,LootItem,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2430f0,item
enum_value,EPrimalMilestoneType,ReinforceItem,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2431e0,item
enum_value,EPrimalMilestoneType,Tame,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2427a8,creature
enum_value,EPrimalMilestoneType,WeaponDamage,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2430a8,item
enum_value,EPrimalStatsValueTypes,HitsDinoBody,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc1d5cd8,creature
enum_value,EPrimalStatsValueTypes,HitsDinoCritical,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc1d5d00,creature
enum_value,EPrimalStatsValueTypes,HitsPlayerBody,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc1d5d30,player
enum_value,EPrimalStatsValueTypes,HitsPlayerCritical,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc1d5d58,player
enum_value,EResourceName,Albedo,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27510,item
enum_value,EResourceName,Color,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc274f8,item
enum_value,EResourceName,Flow,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27330,item
enum_value,EResourceName,Normal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27318,item
enum_value,EResourceName,Output,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27348,item
enum_value,ERigSwitchParentMode,ParentItem,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc6f0010,item
enum_value,ESTOFNotificationType,TribeEliminated,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c5f8,player
enum_value,ESamplePlayerSeekType,Count,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfdf58,player
enum_value,ESamplePlayerSeekType,FromBeginning,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfdef8,player
enum_value,ESamplePlayerSeekType,FromCurrentPosition,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfde78,player
enum_value,ESamplePlayerSeekType,FromEnd,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfdea8,player
enum_value,EServerOctreeGroup,DINOFOODCONTAINER,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc339908,creature
enum_value,EServerOctreeGroup,DINOPAWNS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc339798,creature
enum_value,EServerOctreeGroup,DINOPAWNS_TAMED,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc339898,creature
enum_value,EServerOctreeGroup,PLAYERPAWNS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc339778,player
enum_value,EServerOctreeGroup,PLAYERS_AND_TAMED_DINOS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc339950,creature;player
enum_value,EServerOctreeGroup,PLAYERS_CONNECTED,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc339848,player
enum_value,EServerOctreeGroup,PLAYERS_CONNECTED_AND_TAMED_DINOS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc339980,creature;player
enum_value,EShaderParamBindingType,ReadOnlyResource,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41a9b8,item
enum_value,EShaderParamBindingType,ReadWriteResource,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41a9e8,item
enum_value,EShaderParamModifier,In,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b108,item
enum_value,EShaderParamModifier,InOut,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b0c8,item
enum_value,EShaderParamModifier,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b0e8,item
enum_value,EShaderParamModifier,Out,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b0a8,item
enum_value,EShaderResourceType,Buffer,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b1d8,item
enum_value,EShaderResourceType,ByteAddressBuffer,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b2a8,item
enum_value,EShaderResourceType,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41aa68,item
enum_value,EShaderResourceType,StructuredBuffer,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b280,item
enum_value,EShaderResourceType,Texture1D,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41aa88,item
enum_value,EShaderResourceType,Texture2D,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b1f8,item
enum_value,EShaderResourceType,Texture3D,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b218,item
enum_value,EShaderResourceType,TextureCube,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc41b1b0,item
enum_value,ESkeletalMeshAsyncProperties,SkinWeightProfiles,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb9735a8,item
enum_value,ESkillBuffAplicationType,Mount,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc242898,creature
enum_value,ESkillBuffAplicationType,MountOrPlayer,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2428e8,creature;player
enum_value,ESkillBuffAplicationType,Player,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc242870,player
enum_value,ESkillBuffAplicationType,PlayerAndMount,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2428b8,creature;player
enum_value,ESkinCacheDefaultBehavior,Exclusive,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb97b2c8,item
enum_value,ESkinCacheDefaultBehavior,Inclusive,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb97b2a0,item
enum_value,ESkinCacheUsage,Auto,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb97b1e0,item
enum_value,ESkinCacheUsage,Disabled,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb97b238,item
enum_value,ESkinCacheUsage,Enabled,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb97b218,item
enum_value,ESkinWeightProfileLayer,Primary,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6411a8,item
enum_value,ESkinWeightProfileLayer,Secondary,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb641180,item
enum_value,ESpectatorReservationResult,IncorrectPlayerCount,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba91718,player
enum_value,ESpectatorReservationResult,ReservationDenied_ContainsExistingPlayers,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba914c0,player
enum_value,ESplitScreenType,FourPlayer_Grid,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb668550,player
enum_value,ESplitScreenType,FourPlayer_Horizontal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb668500,player
enum_value,ESplitScreenType,FourPlayer_Vertical,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb668528,player
enum_value,ESplitScreenType,ThreePlayer_FavorBottom,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6685d0,player
enum_value,ESplitScreenType,ThreePlayer_FavorTop,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb668600,player
enum_value,ESplitScreenType,ThreePlayer_Horizontal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb668578,player
enum_value,ESplitScreenType,ThreePlayer_Vertical,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6685a8,player
enum_value,ESplitScreenType,TwoPlayer_Horizontal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb668650,player
enum_value,ESplitScreenType,TwoPlayer_Vertical,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb668628,player
enum_value,ESubscriptionSyncItemStatus,Failed,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbbdd3b0,item
enum_value,ESubscriptionSyncItemStatus,Success,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbbdd430,item
enum_value,ETaskResourceOverlapPolicy,RequestCancelAndStartAtEnd,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc4d210,item
enum_value,ETaskResourceOverlapPolicy,RequestCancelAndStartOnTop,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc4d290,item
enum_value,ETaskResourceOverlapPolicy,StartAtEnd,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc4d268,item
enum_value,ETaskResourceOverlapPolicy,StartOnTop,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc4d300,item
enum_value,ETeamPingType,LootIt,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02c068,item
enum_value,ETeamPingType,Tame,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02c110,creature
enum_value,ETemporalInputResourceName,Albedo,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27648,item
enum_value,ETemporalInputResourceName,Color,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27878,item
enum_value,ETemporalInputResourceName,Flow,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27698,item
enum_value,ETemporalInputResourceName,Normal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27670,item
enum_value,ETemporalInputResourceName,Output,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc276c0,item
enum_value,ETemporalOutputResourceName,Output,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcc27740,item
enum_value,ETextureSourceEncoding,TSE_AlexaV3LogC,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65afd0,item
enum_value,ETextureSourceEncoding,TSE_BT1886,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65acf8,item
enum_value,ETextureSourceEncoding,TSE_CanonLog,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65afa8,item
enum_value,ETextureSourceEncoding,TSE_Cineon,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65b0c0,item
enum_value,ETextureSourceEncoding,TSE_Gamma22,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65ad20,item
enum_value,ETextureSourceEncoding,TSE_Gamma26,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65b0e8,item
enum_value,ETextureSourceEncoding,TSE_Linear,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65ad98,item
enum_value,ETextureSourceEncoding,TSE_MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65af38,item
enum_value,ETextureSourceEncoding,TSE_None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65adc0,item
enum_value,ETextureSourceEncoding,TSE_ProTune,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65af80,item
enum_value,ETextureSourceEncoding,TSE_REDLog,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65b098,item
enum_value,ETextureSourceEncoding,TSE_REDLog3G10,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65b070,item
enum_value,ETextureSourceEncoding,TSE_SLog1,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65b048,item
enum_value,ETextureSourceEncoding,TSE_SLog2,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65b020,item
enum_value,ETextureSourceEncoding,TSE_SLog3,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65aff8,item
enum_value,ETextureSourceEncoding,TSE_ST2084,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65ad48,item
enum_value,ETextureSourceEncoding,TSE_VLog,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65af58,item
enum_value,ETextureSourceEncoding,TSE_sRGB,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb65ad70,item
enum_value,EThreePlayerSplitScreenType,FavorBottom,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0537a0,player
enum_value,EThreePlayerSplitScreenType,FavorTop,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0536f0,player
enum_value,EThreePlayerSplitScreenType,Horizontal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb053758,player
enum_value,EThreePlayerSplitScreenType,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb053a28,player
enum_value,EThreePlayerSplitScreenType,Vertical,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0537d0,player
enum_value,ETrackedActorCategory,Creatures,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc241948,creature
enum_value,ETransitionRequestOverwriteMode,Append,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6bf490,item
enum_value,ETransitionRequestOverwriteMode,Ignore,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6bf4b8,item
enum_value,ETransitionRequestOverwriteMode,Overwrite,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6bf4e0,item
enum_value,ETribeGroupPermission,BANISHMEMBER,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cea8,player
enum_value,ETribeGroupPermission,DEMOTEMEMBER,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02ce80,player
enum_value,ETribeGroupPermission,GENERAL_BUILDSTRUCTUREINRANGE,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02caf8,player
enum_value,ETribeGroupPermission,GENERAL_STRUCTUREATTACHMENT,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cac0,player
enum_value,ETribeGroupPermission,GENERAL_STRUCTUREDEMOLISH,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cb50,player
enum_value,ETribeGroupPermission,INVENTORYACCESS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cb88,item;player
enum_value,ETribeGroupPermission,INVITEMEMBER,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02ca70,item;player
enum_value,ETribeGroupPermission,PET_ORDER,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cbb0,player
enum_value,ETribeGroupPermission,PET_RIDE,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cb30,player
enum_value,ETribeGroupPermission,PET_UNCLAIM,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02ce30,player
enum_value,ETribeGroupPermission,PING,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02ce10,player
enum_value,ETribeGroupPermission,PROMOTEMEMBER,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02ca98,player
enum_value,ETribeGroupPermission,RALLYPOINT,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cd98,player
enum_value,ETribeGroupPermission,STRUCTUREACTIVATE,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cc08,player
enum_value,ETribeGroupPermission,TELEPORT_DINOS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cde8,creature;player
enum_value,ETribeGroupPermission,TELEPORT_MEMBERS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02ce58,player
enum_value,ETribeGroupPermission,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cd78,player
enum_value,ETribeGroupPermission,WIRELESSCRAFTING,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02cdc0,player
enum_value,ETriggerEffectType,Weapon,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc1d0800,item
enum_value,ETwoPlayerSplitScreenType,Horizontal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb053858,player
enum_value,ETwoPlayerSplitScreenType,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb053738,player
enum_value,ETwoPlayerSplitScreenType,Vertical,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb053880,player
enum_value,EUVLayoutType,Stack,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc490908,item
enum_value,EWeaponAmmoReloadState,Playing_Anim,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc243e48,item
enum_value,EWeaponAmmoReloadState,Ready,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc243ea0,item
enum_value,EWeaponAmmoReloadState,Waiting_For_Ammo,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc243ec0,item
enum_value,EWeaponState,Equipping,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc244090,item
enum_value,EWeaponState,Firing,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc244058,item
enum_value,EWeaponState,Idle,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc244008,item
enum_value,EWeaponState,Reloading,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc244040,item
enum_value,EWeaponState,Type,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc2440a8,item
enum_value,EWeaponState,UnEquipping,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc244070,item
enum_value,EWirelessTransmissionType,Ammo,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc14b0f8,item
enum_value,EWirelessTransmissionType,ItemTransfer,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc14b3b8,item
enum_value,EXPType,XP_TAMEDKILL,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02d000,creature
enum_value,EXPType,XP_WILDKILL,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02d038,creature
enum_value,EXRControllerPoseType,Aim,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb237968,player
enum_value,EXRControllerPoseType,Grip,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb237988,player
enum_value,EXRControllerPoseType,Palm,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb2379a8,player
enum_value,EXRSystemFlags,IsHeadMounted,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb237380,creature
enum_value,EXRTrackedDeviceType,Controller,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb237b48,player
enum_value,EXRTrackedDeviceType,HeadMountedDisplay,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb237b18,creature
enum_value,EXRVisualType,Controller,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb237880,player
enum_value,FAnimNode_BlendSpacePlayerBase,GetBlendSpace,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34d800,player
enum_value,FAnimNode_BlendSpacePlayerBase,GetPlayRate,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34dc40,player
enum_value,FAnimNode_BlendSpacePlayerBase,GetPosition,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34dd10,player
enum_value,FAnimNode_BlendSpacePlayerBase,GetStartPosition,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34dca0,player
enum_value,FAnimNode_BlendSpacePlayerBase,SetBlendSpace,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34dab0,player
enum_value,FAnimNode_BlendSpacePlayerBase,SetLoop,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34de10,player
enum_value,FAnimNode_BlendSpacePlayerBase,SetPlayRate,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34d9f0,player
enum_value,FAnimNode_BlendSpacePlayerBase,SetPosition,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34da50,player
enum_value,FAnimNode_BlendSpacePlayerBase,SetResetPlayTimeWhenBlendSpaceChanges,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34db10,player
enum_value,FAnimNode_BlendSpacePlayerBase,ShouldResetPlayTimeWhenBlendSpaceChanges,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb34dba0,player
enum_value,FD3D11DynamicRHI,CreateTextureFromResource,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb23f0f0,item
enum_value,FEOSGameAntiCheat,RegisterPlayer,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc05f40,player
enum_value,FEOSGameAntiCheat,UnregisterPlayer,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc05f68,player
enum_value,FEOS_PlayerDataStorage_ReadFileOperation,HandleReadFileCallback,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc12240,player
enum_value,FEOS_PlayerDataStorage_WriteFileOperation,HandleWriteFileCallback,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc11ff0,player
enum_value,FInstanceDataUpdateTaskInfo,BeginUpdateTask,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb816b10,item
enum_value,FNaniteMarkStencilPS,FParameters,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xb1a7640,item
enum_value,FOnlineAsyncTaskSteamGetAllItems,Finalize,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc5b1750,item
enum_value,FOnlineAsyncTaskSteamLoadItemDefinitions,Finalize,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xc5b1ac0,item
enum_value,FOnlineFriendsInterfaceSynthetic,AddRecentPlayers,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc1c6b0,player
enum_value,FOnlineFriendsInterfaceSynthetic,BlockPlayer,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc1cdb0,player
enum_value,FOnlineFriendsInterfaceSynthetic,QueryBlockedPlayers,low,ArkAscended.exe,utf16le,ArkAscended.exe:0xbc1cbb0,player
