record_type,enum_type,value,priority,sources,encodings,offsets
enum_value,EParticleUVFlipMode,FlipUOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5cb6a8
enum_value,EParticleUVFlipMode,FlipUV,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5cb688
enum_value,EParticleUVFlipMode,FlipVOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5cb640
enum_value,EParticleUVFlipMode,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5cb6f0
enum_value,EParticleUVFlipMode,RandomFlipUOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5cb5f0
enum_value,EParticleUVFlipMode,RandomFlipUV,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5cb660
enum_value,EParticleUVFlipMode,RandomFlipUVIndependent,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5cb5a8
enum_value,EParticleUVFlipMode,RandomFlipVOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5cb618
enum_value,EPartyJoinabilityConstraint,AllowPlayersInMultipleParties,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc00fc0
enum_value,EPartyJoinabilityConstraint,IgnoreInvitesIfAlreadyInParty,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc00f80
enum_value,EPartyReservationResult,BadSessionId,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90a38
enum_value,EPartyReservationResult,GeneralError,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90c80
enum_value,EPartyReservationResult,IncorrectPlayerCount,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90b70
enum_value,EPartyReservationResult,NoResult,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90c28
enum_value,EPartyReservationResult,PartyLimitReached,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90c50
enum_value,EPartyReservationResult,RequestPending,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90c00
enum_value,EPartyReservationResult,RequestTimedOut,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90b40
enum_value,EPartyReservationResult,ReservationAccepted,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90a90
enum_value,EPartyReservationResult,ReservationDenied,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90a60
enum_value,EPartyReservationResult,ReservationDenied_Banned,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90ac0
enum_value,EPartyReservationResult,ReservationDenied_ContainsExistingPlayers,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba909f0
enum_value,EPartyReservationResult,ReservationDenied_CrossPlayRestriction,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90b00
enum_value,EPartyReservationResult,ReservationDuplicate,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90bd0
enum_value,EPartyReservationResult,ReservationInvalid,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90988
enum_value,EPartyReservationResult,ReservationNotFound,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90ba0
enum_value,EPartyReservationResult,ReservationRequestCanceled,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba909b8
enum_value,EPartyReservationResult,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba90920
enum_value,EPathExistanceQueryType,HierarchicalQuery,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc93d48
enum_value,EPathExistanceQueryType,NavmeshRaycast2D,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc93d78
enum_value,EPathExistanceQueryType,RegularPathFinding,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc93d18
enum_value,EPathExistanceQueryType,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc93ce0
enum_value,EPathFollowingAction,DirectMove,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5490
enum_value,EPathFollowingAction,Error,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc54d8
enum_value,EPathFollowingAction,NoMove,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc54b8
enum_value,EPathFollowingAction,PartialPath,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5468
enum_value,EPathFollowingAction,PathToGoal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5440
enum_value,EPathFollowingAction,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5408
enum_value,EPathFollowingRequestResult,AlreadyAtGoal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc55b0
enum_value,EPathFollowingRequestResult,Failed,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc55e0
enum_value,EPathFollowingRequestResult,RequestSuccessful,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5580
enum_value,EPathFollowingRequestResult,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5538
enum_value,EPathFollowingResult,Aborted,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5370
enum_value,EPathFollowingResult,Blocked,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc53b0
enum_value,EPathFollowingResult,Invalid,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5320
enum_value,EPathFollowingResult,OffPath,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5390
enum_value,EPathFollowingResult,Skipped_DEPRECATED,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5340
enum_value,EPathFollowingResult,Success,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc51b0
enum_value,EPathFollowingResult,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc52e8
enum_value,EPathFollowingStatus,Idle,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5298
enum_value,EPathFollowingStatus,Moving,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5238
enum_value,EPathFollowingStatus,Paused,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5258
enum_value,EPathFollowingStatus,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5200
enum_value,EPathFollowingStatus,Waiting,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbcc5278
enum_value,EPatrolPointType,ENTRY,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc096780
enum_value,EPatrolPointType,INTEREST,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc096760
enum_value,EPatrolPointType,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc096748
enum_value,EPatrolPointType,PASSINGBY,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc096798
enum_value,EPatrolPointType,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc096718
enum_value,EPatternToolAxisSpacingMode,ByCount,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8aa0
enum_value,EPatternToolAxisSpacingMode,Packed,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8a50
enum_value,EPatternToolAxisSpacingMode,StepSize,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8a78
enum_value,EPatternToolShape,Circle,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8b68
enum_value,EPatternToolShape,Grid,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8940
enum_value,EPatternToolShape,Line,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8958
enum_value,EPatternToolSingleAxis,XAxis,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8b00
enum_value,EPatternToolSingleAxis,YAxis,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8bf0
enum_value,EPatternToolSingleAxis,ZAxis,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8bd0
enum_value,EPatternToolSinglePlane,XYPlane,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8a28
enum_value,EPatternToolSinglePlane,XZPlane,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b8a00
enum_value,EPatternToolSinglePlane,YZPlane,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8b89d8
enum_value,EPawnActionAbortState,AbortDone,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77138
enum_value,EPawnActionAbortState,LatentAbortInProgress,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77160
enum_value,EPawnActionAbortState,MAX,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77118
enum_value,EPawnActionAbortState,MarkPendingAbort,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77190
enum_value,EPawnActionAbortState,NeverStarted,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xbc771e0
enum_value,EPawnActionAbortState,NotBeingAborted,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xbc771b8
enum_value,EPawnActionAbortState,Type,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77310
enum_value,EPawnActionEventType,FailedToStart,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc773c0
enum_value,EPawnActionEventType,FinishedAborting,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77370
enum_value,EPawnActionEventType,FinishedExecution,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77348
enum_value,EPawnActionEventType,InstantAbort,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77398
enum_value,EPawnActionEventType,Invalid,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc773e8
enum_value,EPawnActionEventType,Push,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77548
enum_value,EPawnActionEventType,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77510
enum_value,EPawnActionFailHandling,IgnoreFailure,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8b320
enum_value,EPawnActionFailHandling,RequireSuccess,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8b348
enum_value,EPawnActionFailHandling,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8b2e8
enum_value,EPawnActionMoveMode,StraightLine,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8bec0
enum_value,EPawnActionMoveMode,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8be88
enum_value,EPawnActionMoveMode,UsePathfinding,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8bee8
enum_value,EPawnActionResult,Aborted,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77248
enum_value,EPawnActionResult,Failed,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77268
enum_value,EPawnActionResult,InProgress,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc772a8
enum_value,EPawnActionResult,NotStarted,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc772c8
enum_value,EPawnActionResult,Success,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77288
enum_value,EPawnActionResult,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc77438
enum_value,EPawnSubActionTriggeringPolicy,CopyBeforeTriggering,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8b230
enum_value,EPawnSubActionTriggeringPolicy,ReuseInstances,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8b200
enum_value,EPawnSubActionTriggeringPolicy,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc8b1b8
enum_value,EPelvisHeightMode,AllLegs,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc411fd0
enum_value,EPelvisHeightMode,AllPlantedFeet,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc411e08
enum_value,EPelvisHeightMode,FrontPlantedFeetUphill_FrontFeetDownhill,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc411e30
enum_value,EPerQualityLevels,Cinematic,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904038
enum_value,EPerQualityLevels,Epic,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904548
enum_value,EPerQualityLevels,High,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904560
enum_value,EPerQualityLevels,Low,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904598
enum_value,EPerQualityLevels,Medium,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904578
enum_value,EPerQualityLevels,Num,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904020
enum_value,EPhaseRequirementWidgetVisualState,Custom,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc23e298
enum_value,EPhaseRequirementWidgetVisualState,Negative,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc23e268
enum_value,EPhaseRequirementWidgetVisualState,Neutral,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc23e208
enum_value,EPhaseRequirementWidgetVisualState,Positive,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc23e238
enum_value,EPhaseRequirementWidgetVisualState,Type,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xc23e2f0
enum_value,EPhaserLFOType,Count,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfba28
enum_value,EPhaserLFOType,DownSaw,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfcc18
enum_value,EPhaserLFOType,Exponential,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfcbf8
enum_value,EPhaserLFOType,RandomSampleHold,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfba00
enum_value,EPhaserLFOType,Sine,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfcb70
enum_value,EPhaserLFOType,Square,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfcc30
enum_value,EPhaserLFOType,Triangle,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfcbd8
enum_value,EPhaserLFOType,UpSaw,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbdfcb88
enum_value,EPhysicalMaterialMaskColor,Black,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce1f8
enum_value,EPhysicalMaterialMaskColor,Blue,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce2b8
enum_value,EPhysicalMaterialMaskColor,Cyan,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce290
enum_value,EPhysicalMaterialMaskColor,Green,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce248
enum_value,EPhysicalMaterialMaskColor,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce138
enum_value,EPhysicalMaterialMaskColor,Magenta,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce1d0
enum_value,EPhysicalMaterialMaskColor,Red,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce270
enum_value,EPhysicalMaterialMaskColor,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce180
enum_value,EPhysicalMaterialMaskColor,White,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce220
enum_value,EPhysicalMaterialMaskColor,Yellow,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4ce1a8
enum_value,EPhysicalMaterialSoftCollisionMode,AbsoluteThickess,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b7960
enum_value,EPhysicalMaterialSoftCollisionMode,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b78f8
enum_value,EPhysicalMaterialSoftCollisionMode,RelativeThickness,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b7928
enum_value,EPhysicsAssetSolverType,RBAN,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb90e160
enum_value,EPhysicsAssetSolverType,World,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb90e140
enum_value,EPhysicsReplicationMode,Default,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4cda98
enum_value,EPhysicsReplicationMode,PredictiveInterpolation,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4cd698
enum_value,EPhysicsReplicationMode,Resimulation,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4cd670
enum_value,EPhysicsStateAction,AddAcceleration,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755d20
enum_value,EPhysicsStateAction,AddAngularImpulse,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755d70
enum_value,EPhysicsStateAction,AddAngularVelocity,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755c48
enum_value,EPhysicsStateAction,AddForce,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb756470
enum_value,EPhysicsStateAction,AddForceAtPosition,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755ca0
enum_value,EPhysicsStateAction,AddImpulseAtPosition,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755cf0
enum_value,EPhysicsStateAction,AddLinearImpulse,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755d48
enum_value,EPhysicsStateAction,AddLinearVelocity,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755cc8
enum_value,EPhysicsStateAction,AddTorque,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb756490
enum_value,EPhysicsStateAction,AddVelocityAtPosition,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755c70
enum_value,EPhysicsStateAction,NumActions,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb755db8
enum_value,EPhysicsTransformUpdateMode,ComponentTransformIsKinematic,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb75a408
enum_value,EPhysicsTransformUpdateMode,SimulationUpatesComponentTransform,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb75a4a0
enum_value,EPhysicsTransformUpdateMode,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb75a560
enum_value,EPinBoneType,FullTransform,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb777d0
enum_value,EPinBoneType,RotateOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb77720
enum_value,EPinBoneType,ScaleOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb77740
enum_value,EPinBoneType,TranslateOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb777f0
enum_value,EPinContainerType,Array,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4aa4d8
enum_value,EPinContainerType,Map,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4aa510
enum_value,EPinContainerType,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4aa1d0
enum_value,EPinContainerType,Set,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4aa4c0
enum_value,EPinHidingMode,AlwaysAsPin,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6aed90
enum_value,EPinHidingMode,NeverAsPin,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6aed20
enum_value,EPinHidingMode,PinHiddenByDefault,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6aed40
enum_value,EPinHidingMode,PinShownByDefault,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6aed68
enum_value,EPinHidingMode,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb6aedc0
enum_value,EPingAverageType,MovingAverage,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1d48
enum_value,EPingAverageType,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1d30
enum_value,EPingAverageType,PlayerStateAvg,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a2120
enum_value,EPingType,Count,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1db0
enum_value,EPingType,ICMP,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1dc8
enum_value,EPingType,Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1da0
enum_value,EPingType,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1e40
enum_value,EPingType,RoundTrip,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1df0
enum_value,EPingType,RoundTripExclFrame,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1e08
enum_value,EPingType,UDPQoS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb5a1dd8
enum_value,EPlaneBrushSideMode,BothSides,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8aab90
enum_value,EPlaneBrushSideMode,PullTowards,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8aae70
enum_value,EPlaneBrushSideMode,PushDown,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc8aab70
enum_value,EPlaneConstraintAxisSetting,Custom,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb755508
enum_value,EPlaneConstraintAxisSetting,UseGlobalPhysicsSetting,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb755590
enum_value,EPlaneConstraintAxisSetting,X,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb755530
enum_value,EPlaneConstraintAxisSetting,Y,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb7554c8
enum_value,EPlaneConstraintAxisSetting,Z,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb7554e8
enum_value,EPlaneCutToolActions,Cut,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc901de8
enum_value,EPlaneCutToolActions,FlipPlane,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc901e08
enum_value,EPlaneCutToolActions,NoAction,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc901dc8
enum_value,EPlatform,ANDROID,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc37510
enum_value,EPlatform,IOS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc374d8
enum_value,EPlatform,MAC,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc37430
enum_value,EPlatform,PC,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc37420
enum_value,EPlatform,PLAYSTATION,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc37408
enum_value,EPlatform,SWITCH,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc374f8
enum_value,EPlatform,Unknown,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc37458
enum_value,EPlatform,XBOX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xbc373f8
enum_value,EPlayerActionIndex,Action,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cb10
enum_value,EPlayerActionIndex,Back_WhistleList,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cdb0
enum_value,EPlayerActionIndex,Emote_Cheer,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23ca88
enum_value,EPlayerActionIndex,Emote_FriendlyLowerHands,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23caa8
enum_value,EPlayerActionIndex,Emote_HatSwitch,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c958
enum_value,EPlayerActionIndex,Emote_Laugh,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23ca08
enum_value,EPlayerActionIndex,Emote_MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cad8
enum_value,EPlayerActionIndex,Emote_No,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23ca48
enum_value,EPlayerActionIndex,Emote_Salute,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c980
enum_value,EPlayerActionIndex,Emote_Sorry,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c9a8
enum_value,EPlayerActionIndex,Emote_Taunt,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23ca68
enum_value,EPlayerActionIndex,Emote_Thank,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c9c8
enum_value,EPlayerActionIndex,Emote_Wave,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c9e8
enum_value,EPlayerActionIndex,Emote_Yes,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23ca28
enum_value,EPlayerActionIndex,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c798
enum_value,EPlayerActionIndex,Poop,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cd40
enum_value,EPlayerActionIndex,ShowCraftables,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23ccf0
enum_value,EPlayerActionIndex,ShowEmoteSelection,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cd88
enum_value,EPlayerActionIndex,ShowInventory,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23ccc8
enum_value,EPlayerActionIndex,ShowTribeManager,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cd18
enum_value,EPlayerActionIndex,UnHideCompanion,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cd60
enum_value,EPlayerActionIndex,WhistleAggressive,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cba8
enum_value,EPlayerActionIndex,WhistleAttackTarget,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cc48
enum_value,EPlayerActionIndex,WhistleAttackThisTarget,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cc70
enum_value,EPlayerActionIndex,WhistleFollow,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c7b8
enum_value,EPlayerActionIndex,WhistleFollowOne,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23c7e0
enum_value,EPlayerActionIndex,WhistleLandFlyerOne,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cca0
enum_value,EPlayerActionIndex,WhistleNeutral,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cbd0
enum_value,EPlayerActionIndex,WhistlePassive,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cbf8
enum_value,EPlayerActionIndex,WhistlePassiveFlee,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cc20
enum_value,EPlayerActionIndex,WhistleStop,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cb60
enum_value,EPlayerActionIndex,WhistleStopOne,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc23cb80
enum_value,EPlayerConfigDynamicMaterialVectorTypes,BODYFAT_FATDEPOSITS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a218
enum_value,EPlayerConfigDynamicMaterialVectorTypes,BODYMUSCLE_ARMS_1,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a1d8
enum_value,EPlayerConfigDynamicMaterialVectorTypes,BODYMUSCLE_ARMS_2,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a118
enum_value,EPlayerConfigDynamicMaterialVectorTypes,BODYMUSCLE_BACK,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a198
enum_value,EPlayerConfigDynamicMaterialVectorTypes,BODYMUSCLE_CHEST,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a258
enum_value,EPlayerConfigDynamicMaterialVectorTypes,BODYMUSCLE_LEGS_1,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a158
enum_value,EPlayerConfigDynamicMaterialVectorTypes,BODYMUSCLE_LEGS_2,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a0a8
enum_value,EPlayerConfigDynamicMaterialVectorTypes,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a0e8
enum_value,EPlayerConfigDynamicMaterialVectorTypes,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a078
enum_value,EPlayerConfigPlayerDynamicMaterialSliderTypes,BODYFATOVERALL,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02b7e8
enum_value,EPlayerConfigPlayerDynamicMaterialSliderTypes,BODYFAT_BELLY,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02b4d8
enum_value,EPlayerConfigPlayerDynamicMaterialSliderTypes,BODYFAT_BUTT,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02b518
enum_value,EPlayerConfigPlayerDynamicMaterialSliderTypes,BODYFAT_CHEST,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc02a010
